element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
C,2,"=""706.3700""","=""0.0020""","=""31""","=""1.90e+08""",B,"=""22.898766""","=""24.653514""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""708.7827""","=""0.0014""","=""18000""","=""4.8e+06""",C,"=""8.647160399""","=""10.39593494""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.4d""","=""3D*""","=""3""",,"=""T6070n""","=""L17684""",
C,1,"=""710.0124""","=""0.0014""","=""19000""","=""4.5e+06""",B,"=""8.643023685""","=""10.38877088""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5s""","=""3P*""","=""2""",,"=""T6070n""","=""L17684""",
C,2,"=""710.268""","=""0.006""","=""20p(Ni II)*""","=""1.5e+07""",C,"=""22.187763""","=""23.932878""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.11g""","=""2G""","=""7/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""710.268""","=""0.006""","=""20p(Ni II)*""","=""2.0e+07""",C,"=""22.187773""","=""23.932879""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.11g""","=""2G""","=""9/2""",,"=""T10528""","=""L21568,L22145""",
C,1,"=""710.8935""","=""0.0014""","=""14000""","=""3.36e+06""",B,"=""8.64039604""","=""10.38397899""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,1,"=""711.1475""","=""0.0014""","=""32000""","=""1.08e+07""",B,"=""8.64039604""","=""10.38335829""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.4d""","=""3F*""","=""2""",,"=""T6070n""","=""L17684""",
C,2,"=""711.2480""","=""0.0020""","=""18""","=""1.18e+08""",B,"=""22.527518""","=""24.270232""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""711.3040""","=""0.0020""","=""31""","=""1.89e+08""",B,"=""22.529299""","=""24.271876""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""711.3180""","=""0.0014""","=""110000""","=""2.22e+07""",B,"=""8.647160399""","=""10.389704212""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.4d""","=""3F*""","=""4""",,"=""T6070n""","=""L17684""",
C,1,"=""711.519""","=""0.003""","=""110000*""","=""4.4e+06""",B,"=""8.64039604""","=""10.38244873""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.5s""","=""3P*""","=""0""",,"=""T6070n""","=""L17684""",
C,1,"=""711.519""","=""0.003""","=""110000*""","=""1.53e+07""",B,"=""8.643023685""","=""10.385074438""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.4d""","=""3F*""","=""3""",,"=""T6070n""","=""L17684""",
C,2,"=""711.5630""","=""0.0020""","=""42""","=""2.88e+08""",B,"=""22.532400""","=""24.274339""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""711.6990""","=""0.0014""","=""45000""","=""1.6e+07""",B,"=""8.647160399""","=""10.38877088""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.5s""","=""3P*""","=""2""",,"=""T6070n""","=""L17684""",
C,1,"=""711.9671""","=""0.0014""","=""37000""","=""9.3e+06""",B,"=""8.643023685""","=""10.38397899""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,2,"=""711.990""","=""0.010""","=""70*""","=""4.68e+07""",B,"=""22.529299""","=""24.270232""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""711.990""","=""0.010""","=""70*""","=""4.19e+08""",B,"=""22.536905""","=""24.277795""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""712.2196""","=""0.0014""","=""4200""","=""1.00e+06""",B,"=""8.643023685""","=""10.38335829""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.4d""","=""3F*""","=""2""",,"=""T6070n""","=""L17684""",
C,2,"=""712.5730""","=""0.0020""","=""24""","=""6.12e+07""",B,"=""22.532400""","=""24.271876""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""713.2112""","=""0.0014""","=""4200""","=""8.19e+05""",B,"=""8.647160399""","=""10.385074438""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.4d""","=""3F*""","=""3""",,"=""T6070n""","=""L17684""",
C,2,"=""713.245""","=""0.004""","=""5""","=""3.33e+06""",B,"=""22.532400""","=""24.270232""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""713.4110""","=""0.0020""","=""18""","=""4.74e+07""",B,"=""22.536905""","=""24.274339""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""713.94""","=""0.03""","=""4200""","=""1.0e+05""",C+,"=""8.647160399""","=""10.38335829""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.4d""","=""3F*""","=""2""",,"=""T6070n""","=""L2138""",
C,2,"=""714.419""","=""0.004""","=""5""","=""2.1e+06""",C,"=""22.536905""","=""24.271876""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""",,"=""T10528""","=""L1176""",
O,1,"=""715.670""","=""0.010""","=""210""","=""2.52e+08""",B,"=""12.7284690""","=""14.4604127""","=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""1D""","=""2""",,"=""T5713""","=""L3760""",
C,2,"=""723.1320""","=""0.0020""","=""430""","=""1.39e+08""",A,"=""16.3317419""","=""18.045807""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.3d""","=""2D""","=""3/2""",,"=""T7194""","=""L1176""",
C,2,"=""723.6420""","=""0.0020""","=""800""","=""2.51e+08""",A,"=""16.3331238""","=""18.045987""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""5/2""",,"=""T7194""","=""L1176""",
C,2,"=""723.7170""","=""0.0020""","=""41""","=""2.78e+07""",A,"=""16.3331238""","=""18.045807""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""3/2""",,"=""T7194""","=""L1176""",
O,1,"=""725.415""","=""0.010""","=""400""","=""6.72e+06""",C+,"=""10.9887923""","=""12.6974691""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",,"=""T5713LS""","=""L3760""",
O,1,"=""725.445""","=""0.010""","=""450""","=""1.12e+07""",C+,"=""10.9888616""","=""12.6974691""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",,"=""T5713LS""","=""L3760""",
O,1,"=""725.453""","=""0.010""","=""320""","=""2.24e+06""",C+,"=""10.9888811""","=""12.6974691""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",,"=""T5713LS""","=""L3760""",
C,1,"=""736.4734""","=""0.0014""","=""8600""","=""1.8e+06""",C,"=""9.00258381""","=""10.68560706""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.5d""","=""1D*""","=""2""",,"=""T5520""","=""L17684""",
C,1,"=""747.331""","=""0.003""","=""8800""","=""1.08e+06""",C+,"=""8.771134696""","=""10.42970278""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4d""","=""3P*""","=""0""",,"=""T6070n""","=""L9405c184""",
C,1,"=""747.612""","=""0.003""","=""7400bl?""","=""3.18e+06""",C+,"=""8.771134696""","=""10.42906912""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4d""","=""3P*""","=""1""",,"=""T6070n""","=""L9405c184""",
C,1,"=""748.341""","=""0.003""","=""15000""","=""5.05e+06""",C+,"=""8.771134696""","=""10.42745839""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4d""","=""3P*""","=""2""",,"=""T6070n""","=""L9405c184""",
C,2,"=""750.8900""","=""0.0020""","=""8""","=""6.12e+06""",B,"=""20.919793""","=""22.570504""","=""2p3""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""750.977""","=""0.003""","=""23*""","=""1.74e+07""",B,"=""22.187763""","=""23.838287""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.10g""","=""2G""","=""7/2""",,"=""T7476""","=""L21568,L22145""",
C,2,"=""750.977""","=""0.003""","=""23*""","=""2.26e+07""",B,"=""22.187773""","=""23.838288""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.10g""","=""2G""","=""9/2""",,"=""T7476""","=""L21568,L22145""",
C,2,"=""751.9500""","=""0.0020""","=""23m(He I)""","=""3.04e+07""",B,"=""20.922118""","=""22.570504""","=""2p3""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""751.986""","=""0.019""","=""22l*""","=""1.21e+07""",B,"=""20.919793""","=""22.568086""","=""2p3""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""753.060""","=""0.004""","=""11""","=""6.06e+06""",B,"=""20.922118""","=""22.568086""","=""2p3""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""757.407""","=""0.003""","=""26*""","=""1.57e+07""",B,"=""22.202234""","=""23.838736""","=""2s2.5g""","=""2G""","=""9/2""","=""2s2.10h""","=""2H*""","=""11/2""",,"=""T7476""","=""L21568,L22145""",
C,1,"=""766.244""","=""0.004""","=""27000""","=""6.00e+06""",B,"=""8.771134696""","=""10.38877088""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5s""","=""3P*""","=""2""",,"=""T6070n""","=""L9405c184""",
C,1,"=""768.517""","=""0.004""","=""23000bl""","=""3.42e+06""",B,"=""8.771134696""","=""10.38397899""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T6070n""","=""L9405c184""",
C,1,"=""769.2495""","=""0.0014""","=""9100""","=""1.18e+06""",B,"=""8.771134696""","=""10.38244873""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5s""","=""3P*""","=""0""",,"=""T6070n""","=""L17684""",
O,1,"=""777.194""","=""0.010""","=""870""","=""2.58e+08""",A,"=""9.1460911""","=""10.7409314""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""",,"=""T5803,LS""","=""L3760""",
O,1,"=""777.417""","=""0.010""","=""810""","=""1.84e+08""",A,"=""9.1460911""","=""10.7404756""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""",,"=""T5803,LS""","=""L3760""",
O,1,"=""777.539""","=""0.010""","=""750""","=""1.11e+08""",A,"=""9.1460911""","=""10.7402250""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""",,"=""T5803,LS""","=""L3760""",
C,1,"=""783.2629""","=""0.0014""","=""17000""","=""1.7e+06""",B,"=""8.84658790""","=""10.42906912""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4d""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,1,"=""783.7105""","=""0.0014""","=""7800""","=""1.81e+06""",B,"=""8.848124381""","=""10.42970278""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""0""",,"=""T6070n""","=""L17684""",
C,1,"=""784.0270""","=""0.0014""","=""9000""","=""1.6e+06""",B,"=""8.848124381""","=""10.42906912""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,1,"=""784.8246""","=""0.0014""","=""17000""","=""2.0e+06""",B,"=""8.848124381""","=""10.42745839""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""2""",,"=""T6070n""","=""L17684""",
C,1,"=""785.2862""","=""0.0014""","=""19000""","=""2.2e+06""",B,"=""8.850662829""","=""10.42906912""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,2,"=""786.055""","=""0.018""","=""25w*""","=""1.79e+07""",B,"=""22.130595""","=""23.707425""","=""2s2.5d""","=""2D""","=""3/2""","=""2s2.9f""","=""2F*""","=""5/2""",,"=""T7476""","=""L21568""",
C,2,"=""786.055""","=""0.018""","=""25w*""","=""2.55e+07""",B,"=""22.130626""","=""23.707426""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.9f""","=""2F*""","=""7/2""",,"=""T7476""","=""L21568""",
C,1,"=""786.088""","=""0.004""","=""110000bl(Ni)""","=""7.65e+06""",B,"=""8.850662829""","=""10.42745839""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3P*""","=""2""",,"=""T6070n""","=""L9405c184""",
O,2,"=""789.4609""","=""0.0010""","=""5""","=""2.35e+06""",C,"=""29.797124""","=""31.367183""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""3/2""",,"=""T5723LS""","=""L10621""",
O,2,"=""789.8452""","=""0.0010""","=""6""","=""4.70e+06""",C,"=""29.797124""","=""31.366419""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""1/2""",,"=""T5723LS""","=""L10621""",
O,1,"=""798.194""","=""0.010""","=""110""","=""6.99e+04""",C,"=""10.9887923""","=""12.5416739""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",,"=""T5803,LS""","=""L3760""",
O,1,"=""798.240""","=""0.010""","=""135""","=""9.27e+04""",C,"=""10.9888811""","=""12.5416739""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",,"=""T5803,LS""","=""L3760""",
O,1,"=""798.698""","=""0.010""","=""190""","=""2.10e+05""",C,"=""10.9887923""","=""12.5406949""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",,"=""T5803,LS""","=""L3760""",
O,1,"=""798.733""","=""0.010""","=""135""","=""7.05e+04""",C,"=""10.9888616""","=""12.5406949""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",,"=""T5803,LS""","=""L3760""",
O,1,"=""799.507""","=""0.010""","=""250""","=""3.94e+05""",C,"=""10.9888616""","=""12.5391924""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""",,"=""T5803,LS""","=""L3760""",
O,2,"=""801.3157""","=""0.0010""","=""8""","=""1.12e+07""",C,"=""29.820351""","=""31.367183""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""3/2""",,"=""T5723LS""","=""L10621""",
C,2,"=""802.886""","=""0.004""","=""6""","=""3.42e+06""",B,"=""23.114048""","=""24.657857""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""803.7760""","=""0.0020""","=""13""","=""1.70e+07""",B,"=""23.114048""","=""24.656151""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""803.9390""","=""0.0020""","=""16""","=""1.70e+07""",B,"=""23.116074""","=""24.657857""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""804.5333""","=""0.0014""","=""27000""","=""1.4e+06""",B,"=""8.848124381""","=""10.38877088""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""2""",,"=""T6070n""","=""L17684""",
C,2,"=""804.8320""","=""0.0020""","=""8""","=""5.44e+06""",B,"=""23.116074""","=""24.656151""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""805.859""","=""0.004""","=""59000""","=""5.45e+06""",B,"=""8.850662829""","=""10.38877088""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5s""","=""3P*""","=""2""",,"=""T6070n""","=""L9405c184""",
C,2,"=""806.2120""","=""0.0020""","=""13""","=""1.82e+07""",B,"=""23.116074""","=""24.653514""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""806.2356""","=""0.0014""","=""21000""","=""1.4e+06""",B,"=""8.84658790""","=""10.38397899""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,2,"=""806.2780""","=""0.0020""","=""16""","=""1.82e+07""",B,"=""23.118841""","=""24.656151""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""807.0416""","=""0.0014""","=""21000""","=""1.1e+06""",B,"=""8.848124381""","=""10.38397899""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,2,"=""807.6640""","=""0.0020""","=""28""","=""4.22e+07""",B,"=""23.118841""","=""24.653514""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""807.8480""","=""0.0014""","=""28000""","=""1.56e+06""",B,"=""8.848124381""","=""10.38244873""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""0""",,"=""T6070n""","=""L17684""",
C,1,"=""808.3797""","=""0.0014""","=""32000""","=""1.9e+06""",B,"=""8.850662829""","=""10.38397899""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T6070n""","=""L17684""",
C,2,"=""814.056""","=""0.004""","=""25*""","=""2.57e+07""",B,"=""22.187763""","=""23.710396""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.9g""","=""2G""","=""7/2""",,"=""T7476""","=""L21568,L22145""",
C,2,"=""814.056""","=""0.004""","=""25*""","=""3.32e+07""",B,"=""22.187773""","=""23.710397""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.9g""","=""2G""","=""9/2""",,"=""T7476""","=""L21568,L22145""",
Ca,2,"=""820.172""","=""0.010""","=""100""","=""2.0e+08""",C,"=""7.505138""","=""9.016407""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.5d""","=""2D""","=""3/2""",,"=""T1619CA,LS""","=""L7323""",
O,1,"=""822.182""","=""0.010""","=""400""","=""2.02e+08""",C+,"=""12.5391924""","=""14.0467669""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(2D*).3p""","=""3D""","=""3""",,"=""T5713LS""","=""L3760""",
O,1,"=""822.765""","=""0.010""","=""265""","=""2.44e+07""",C+,"=""12.5406949""","=""14.0472014""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",,"=""T5713LS""","=""L3760""",
O,1,"=""823.002""","=""0.010""","=""265""","=""2.53e+07""",C+,"=""12.5406949""","=""14.0467669""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3D""","=""3""",,"=""T5713LS""","=""L3760""",
O,1,"=""823.300""","=""0.010""","=""325""","=""7.29e+07""",C+,"=""12.5416739""","=""14.0472014""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",,"=""T5713LS""","=""L3760""",
O,1,"=""823.535""","=""0.010""","=""120""","=""2.43e+07""",C+,"=""12.5416739""","=""14.0467717""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",,"=""T5713LS""","=""L3760""",
Ca,2,"=""824.880""","=""0.010""","=""110""","=""3.7e+08""",C,"=""7.514841""","=""9.017486""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.5d""","=""2D""","=""5/2""",,"=""T1619CA,LS""","=""L7323""",
Ca,2,"=""825.473""","=""0.010""","=""70""","=""4.0e+07""",C,"=""7.514841""","=""9.016407""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.5d""","=""2D""","=""3/2""",,"=""T1619CA,LS""","=""L7323""",
C,2,"=""829.052""","=""0.018""","=""19bl(He I)*""","=""1.27e+07""",B,"=""21.733778""","=""23.22886""","=""2s2.5p""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""5/2""",,"=""T7476""","=""L21568""",
C,1,"=""833.51443""","=""0.00006""","=""5900000""","=""3.51e+07""",B+,"=""7.68476777""","=""9.17184612""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""1S""","=""0""",,"=""T5520,T6070,T4828,u24""","=""L12175c183""",
O,2,"=""837.5841""","=""0.0010""","=""8""","=""1.78e+08""",C,"=""30.5037449""","=""31.983597""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""T5723LS""","=""L10621""",
O,2,"=""840.3370""","=""0.0010""","=""7""","=""9.20e+07""",C,"=""30.4881141""","=""31.963118""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T5723LS""","=""L10621""",
C,2,"=""841.342""","=""0.010""","=""6h*""","=""3.19e+08""",B,"=""27.225788""","=""28.69905""","=""2s.2p.(3P*).4d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4G""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""841.342""","=""0.010""","=""6h*""","=""4.67e+08""",B,"=""27.22939""","=""28.70263""","=""2s.2p.(3P*).4d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5f""","=""4G""","=""11/2""",,"=""T10528""","=""L1176""",
C,2,"=""841.449""","=""0.010""","=""4h*""","=""2.19e+08""",B,"=""27.223235""","=""28.696305""","=""2s.2p.(3P*).4d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""841.449""","=""0.010""","=""4h*""","=""1.91e+08""",B,"=""27.22166""","=""28.69473""","=""2s.2p.(3P*).4d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4G""","=""5/2""",,"=""T10528""","=""L1176""",
O,1,"=""844.625""","=""0.010""","=""810""","=""3.22e+07""",B,"=""9.5213638""","=""10.9888811""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""",,"=""T5803,LS""","=""L3760""",
O,1,"=""844.636""","=""0.010""","=""1000""","=""1.61e+08""",B,"=""9.5213638""","=""10.9888616""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""",,"=""T5803,LS""","=""L3760""",
O,1,"=""844.676""","=""0.010""","=""935""","=""9.66e+07""",B,"=""9.5213638""","=""10.9887923""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",,"=""T5803,LS""","=""L3760""",
Ca,2,"=""849.802""","=""0.010""","=""130""","=""4.44e+06""",C,"=""1.692408""","=""3.150984""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.4p""","=""2P*""","=""3/2""",,"=""u7,LS""","=""L7323""",
Ca,2,"=""854.209""","=""0.010""","=""170""","=""4.0e+07""",C,"=""1.699932""","=""3.150984""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.4p""","=""2P*""","=""3/2""",,"=""u7,LS""","=""L7323""",
Ca,2,"=""866.214""","=""0.010""","=""160""","=""2.12e+07""",C,"=""1.692408""","=""3.123349""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.4p""","=""2P*""","=""1/2""",,"=""u7,LS""","=""L7323""",
C,2,"=""868.2560""","=""0.0020""","=""29""","=""1.66e+07""",B,"=""19.494538""","=""20.922118""","=""2s2.4s""","=""2S""","=""1/2""","=""2p3""","=""2P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""869.6710""","=""0.0020""","=""14""","=""8.24e+06""",B,"=""19.494538""","=""20.919793""","=""2s2.4s""","=""2S""","=""1/2""","=""2p3""","=""2P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""879.38""","=""0.03""","=""5H""","=""1.62e+08""",B+,"=""23.385281""","=""24.794748""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""",,"=""T9221""","=""L1176""",
C,2,"=""879.99""","=""0.03""","=""4H""","=""1.14e+08""",B+,"=""23.381096""","=""24.789558""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""T2440""","=""L1176""",
O,1,"=""882.043""","=""0.010""","=""325""","=""2.05e+08""",B,"=""12.7284690""","=""14.1337323""","=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""1F""","=""3""",,"=""T5713""","=""L3760""",
C,1,"=""887.3390""","=""0.0014""","=""43000""","=""6.15e+06""",B,"=""9.00258381""","=""10.3994604""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.5s""","=""1P*""","=""1""",,"=""T5520,T6070""","=""L17684""",
